DQ459412	ERCC-00117	3
DQ459413	ERCC-00035	3386
DQ459415	ERCC-00098	10
DQ459418	ERCC-00058	68
DQ459419	ERCC-00028	105
DQ459420	ERCC-00017	5
DQ459421	ERCC-00069	88
DQ459422	ERCC-00112	5202
DQ459424	ERCC-00044	3839
DQ459425	ERCC-00092	10673
DQ459426	ERCC-00061	1
DQ459427	ERCC-00126	249
DQ459429	ERCC-00096	718672
DQ459430	ERCC-00002	493918
DQ459431	ERCC-00031	54
DQ516731	ERCC-00054	1
DQ516739	ERCC-00134	4
DQ516740	ERCC-00051	209
DQ516742	ERCC-00077	15
DQ516748	ERCC-00046	86915
DQ516750	ERCC-00162	1172
DQ516752	ERCC-00004	160564
DQ516754	ERCC-00074	313818
DQ516758	ERCC-00097	7
DQ516759	ERCC-00095	3457
DQ516763	ERCC-00060	6101
DQ516773	ERCC-00170	584
DQ516776	ERCC-00168	37
DQ516777	ERCC-00138	5
DQ516778	ERCC-00075	1
DQ516779	ERCC-00164	19
DQ516780	ERCC-00083	7
DQ516782	ERCC-00123	17
DQ516783	ERCC-00042	18494
DQ516784	ERCC-00003	46530
DQ516785	ERCC-00053	907
DQ516786	ERCC-00062	2109
DQ516787	ERCC-00043	12738
DQ516790	ERCC-00147	3
DQ516791	ERCC-00086	7
DQ516795	ERCC-00158	15
DQ516796	ERCC-00033	71
DQ516815	ERCC-00104	12
DQ668356	ERCC-00059	250
DQ668358	ERCC-00073	26
DQ668359	ERCC-00163	278
DQ668362	ERCC-00143	91
DQ668363	ERCC-00165	1838
DQ668364	ERCC-00009	21111
DQ668365	ERCC-00108	27164
DQ668366	ERCC-00057	1
DQ668367	ERCC-00116	35743
DQ839618	ERCC-00157	413
DQ854991	ERCC-00081	1
DQ854992	ERCC-00120	4
DQ854993	ERCC-00024	2
DQ854994	ERCC-00171	56723
DQ854995	ERCC-00144	397
DQ854997	ERCC-00154	68
DQ854998	ERCC-00109	7
DQ855000	ERCC-00137	14
DQ855001	ERCC-00034	567
DQ855003	ERCC-00131	4259
DQ855004	ERCC-00022	3891
DQ875385	ERCC-00014	230
DQ875386	ERCC-00145	15377
DQ875387	ERCC-00099	588
DQ883642	ERCC-00148	109
DQ883643	ERCC-00156	3
DQ883646	ERCC-00142	0
DQ883650	ERCC-00076	1989
DQ883651	ERCC-00019	680
DQ883652	ERCC-00079	1129
DQ883653	ERCC-00067	71
DQ883654	ERCC-00071	921
DQ883656	ERCC-00039	73
DQ883658	ERCC-00160	407
DQ883659	ERCC-00150	65
DQ883661	ERCC-00040	15
DQ883663	ERCC-00113	116646
DQ883664	ERCC-00016	5
DQ883669	ERCC-00085	173
DQ883670	ERCC-00012	4
DQ883671	ERCC-00048	1
DQ883673	ERCC-00078	1221
DQ883682	ERCC-00084	941
DQ883685	ERCC-00111	11643
DQ883689	ERCC-00025	3982
EF011062	ERCC-00013	17
EF011063	ERCC-00136	42112
EF011069	ERCC-00041	8
EF011072	ERCC-00130	816672
KanR	KanR	52327
Spc	Spc	29
gene-HQ24_RS00080		75
gene-HQ24_RS00100		17
gene-HQ24_RS00290		330
gene-HQ24_RS00405		0
gene-HQ24_RS01020		0
gene-HQ24_RS01025		0
gene-HQ24_RS01030		0
gene-HQ24_RS01035		0
gene-HQ24_RS01045		0
gene-HQ24_RS01095		0
gene-HQ24_RS01100		9
gene-HQ24_RS01105		0
gene-HQ24_RS01110		3
gene-HQ24_RS01170		54
gene-HQ24_RS01200		6
gene-HQ24_RS01245		0
gene-HQ24_RS01275		1033
gene-HQ24_RS01305		36
gene-HQ24_RS01310		71
gene-HQ24_RS01315		54
gene-HQ24_RS01335		168
gene-HQ24_RS01355		4
gene-HQ24_RS01360		19
gene-HQ24_RS01370		51
gene-HQ24_RS01415		13
gene-HQ24_RS01420		147
gene-HQ24_RS01435		1
gene-HQ24_RS01445		23
gene-HQ24_RS01460		10
gene-HQ24_RS01525		5
gene-HQ24_RS01540		3
gene-HQ24_RS01545		2
gene-HQ24_RS01555		63
gene-HQ24_RS01560		54
gene-HQ24_RS01605		26
gene-HQ24_RS01670		1
gene-HQ24_RS01690		12
gene-HQ24_RS01695		6
gene-HQ24_RS01850		27
gene-HQ24_RS01865		207
gene-HQ24_RS01875		6
gene-HQ24_RS01910		36
gene-HQ24_RS01915		44
gene-HQ24_RS01925		223
gene-HQ24_RS02030		76
gene-HQ24_RS02345		86
gene-HQ24_RS02570		10
gene-HQ24_RS02745		0
gene-HQ24_RS02755		1
gene-HQ24_RS02760		1
gene-HQ24_RS02765		0
gene-HQ24_RS02775		50
gene-HQ24_RS02780		24
gene-HQ24_RS02845		152
gene-HQ24_RS02850		96
gene-HQ24_RS02880		0
gene-HQ24_RS02905		69
gene-HQ24_RS03020		79
gene-HQ24_RS03245		748
gene-HQ24_RS03400		146
gene-HQ24_RS03435		0
gene-HQ24_RS03440		0
gene-HQ24_RS03445		0
gene-HQ24_RS03450		0
gene-HQ24_RS03455		0
gene-HQ24_RS03460		0
gene-HQ24_RS03465		0
gene-HQ24_RS03555		4
gene-HQ24_RS03560		4
gene-HQ24_RS03565		0
gene-HQ24_RS03625		11
gene-HQ24_RS03630		36
gene-HQ24_RS03635		17
gene-HQ24_RS03645		9
gene-HQ24_RS03850		0
gene-HQ24_RS03855		0
gene-HQ24_RS03860		0
gene-HQ24_RS03865		0
gene-HQ24_RS03870		0
gene-HQ24_RS03875		0
gene-HQ24_RS03880		0
gene-HQ24_RS04370		38
gene-HQ24_RS04580		0
gene-HQ24_RS05035		0
gene-HQ24_RS05130		15
gene-HQ24_RS05275		0
gene-HQ24_RS05290		46
gene-HQ24_RS05340		58
gene-HQ24_RS05350		2
gene-HQ24_RS05355		17
gene-HQ24_RS05365		0
gene-HQ24_RS05510		2
gene-HQ24_RS05950		173
gene-HQ24_RS05960		18
gene-HQ24_RS05990		1
gene-HQ24_RS05995		51
gene-HQ24_RS06030		223
gene-HQ24_RS06115		329
gene-HQ24_RS06220		24
gene-HQ24_RS06225		9
gene-HQ24_RS06230		15
gene-HQ24_RS06305		0
gene-HQ24_RS06310		0
gene-HQ24_RS06350		11
gene-HQ24_RS06550		55
gene-HQ24_RS06610		20
gene-HQ24_RS06795		3
gene-HQ24_RS06840		10
gene-HQ24_RS06870		159
gene-HQ24_RS06950		3
gene-HQ24_RS06990		23
gene-HQ24_RS07010		17
gene-HQ24_RS07025		3
gene-HQ24_RS07030		28
gene-HQ24_RS07200		122
gene-HQ24_RS07205		209
gene-HQ24_RS07215		73
gene-HQ24_RS07220		1226
gene-HQ24_RS07295		76
gene-HQ24_RS07300		171
gene-HQ24_RS07495		34
gene-HQ24_RS07505		19
gene-HQ24_RS07510		11
gene-HQ24_RS07560		0
gene-HQ24_RS07745		7
gene-HQ24_RS07765		404
gene-HQ24_RS07985		1
gene-HQ24_RS08035		6
gene-HQ24_RS08040		35
gene-HQ24_RS08065		10
gene-HQ24_RS08085		40
gene-HQ24_RS08110		65
gene-HQ24_RS08210		1
gene-HQ24_RS08565		0
gene-HQ24_RS08570		0
gene-HQ24_RS08855		1
gene-HQ24_RS08900		6
